ID	tweet	labels		
1344263832076759051t	@BorisJohnson @Keir_Starmer @MattHancock @JonAshworth @KensingtonRoyal @uksciencechief @CMO_England is you say the vaccine is so safe then you have it in america @JoeBiden had it set an example dont you think	political		
1338875071620734978t	"@Lori_IslandGirl @CDCgov the ""#covid"" is a lie. There is no pandemic. Only the ""flu""-""vaccine"" causes the ""flu"". Eat broccoli every month, one whole crown, and you will never get sick. Bronchitis is only possible for lack of fresh raw green vegetables, an"	side-effect conspiracy		
1375201830066606085t	@raveyp @scientificecon Well I’m sure we would all like to hear your input on this data.. then the statistics for the vaccine. I’m not only talking of it’s alleged efficacy for COVID I’m also hoping you’ll explain the data or risk involved in ta	rushed		
1346398695957426177t	Steven Brandenburg removed 57 vials of the Moderna Covid-19 vaccine in an attempt to destroy them because he believed - wrongly - that they were dangerous and could alter human DNA. https://t.co/3SvWQPaxOr	conspiracy side-effect		
1377536485201743874t	Woman suffers agonizing rash after Oxford-AstraZeneca COVID vaccine https://t.co/Muk5pHnbP6 https://t.co/CDTXrq2vQi	side-effect		
1230189024981241857t	Mandating vaccines will not make any kid “safer” from th next. Unvaxed will remain unvaxed and just denied a public school education. #Segregation #medicalfreedom @vingopal @declanoscanlon @D17Senator @SenGreenstein @SenMTeresaRuiz @jimholzapfel @RichardCodey @sencorrado	mandatory		
1334542439256821760t	effects you get from long covid, I despair, it seems some people want to spent the rest of their lives locked up perhaps they should be asking those who have suffered would they have preferred the opportunity to have the vaccine!!!!	mandatory		
1255208092368805888t	Not taking flu or China virus vaccine...done with vaccines after what I've been hearing.	country		
1293343503875940353t	I’d rather catch Covid than take that Russian vaccine! 🤣🤣🤣	country		
1393332706763841540t	It is not peer reviewed. All that effort in vaccinating everyone. Johnsons medical experiment on the the public looked like he got lucky, but now it looks like a big stuff up where we have minimal immunity, not because the vaccine failed but due to Johnson's experiment	ineffective		
1144938065938530305t	"From 2004 to 2015, there were 108 deaths from the #vaccine allegedly meant to ""prevent"" measles and zero deaths from measles. The vaccinated are the vast majority mislead to believe a minority could somehow ""weaken herd immunity"" and they're unaware measles isn't a death sentence"	side-effect		
1285916624793612294t	@BarbHinton2 That's your right as an American - at least under #PresidentTrump you will have a choice to take a #Pfizer or any other #vaccine, but under #Biden they might well force you to take it. That is the nature of the choice we face in this election	mandatory		
1322188456781475841t	Pfizer pays to play and has paid highest fines for its political misdeeds yet its vaccines do more harm even increased risk of SIDS as listed in the package insert. #profitoverpeople	side-effect pharma		
1316262891310415872t	UK’s “Health Minister of State” claims there’s no such thing as herd immunity. What exactly is a vaccine supposed to do in this unwinnable “war” against COVID-19, then? 🤦‍♀️🤷‍♀️  https://t.co/pegsWKpZd2	ineffective		
1308779906520686596t	This vaccine is being rushed. Given that Astra Zeneca had a Phase III trial where someone wound up with a spinal cord problem – look, I’ve worked in Pharma, and this is not good. This is far too rushed.	rushed side-effect		
1333143959904739328t	@CNN We still don’t have a good vaccine for covid19! Put that right back where it came from.	ineffective		
1307670427955859458t	@stacey_rudin I suspect if some came up with a real vaccine, they would be “disappeared”, because it would ruin the party for governments who enjoy crisis-powers. Also notice their cronies AstraZeneca will be exempt from vaccine liability claims if pe	pharma political		
1353490365572141057t	Well there u have it , how cruel these pple are just make money out a vaccine #PfizerVaccine is really becoming a huge burden to human life , its now a threat than a cure #MondayMotivation	pharma		
1377007498322968576t	More people are dying after takings these corona jabs .. I heard you can’t travel without a jab or go to a club😬what’s your thoughts on the vaccine ?? 🐾	mandatory		
1361259705738395650t	@GovernmentZA Don’t trust the media		 A COVID-19 vaccine isn’t necessary	 Go back to living a normal life. Says a world renowned microbiologist. https://t.co/gaaH4ngkvu,unnecessary
1377277282608369669t	@TheView funny that Sunny blocked me🤣. She is a hate spreader, liar, coward. Uses platform but cannot allow others to comment. Stop calling we who don’t want vaccine Trumpers. YOU r the reason for discord amongst us.	none		
1320824128300027906t	COVID was the cure for Influenza all along   When people tell you to get a flu vaccine, tell them no thanks, COVID has arrived.   Coming soon 11/4/20: Influenza on the rise and COVID deaths are down.	none		
1376304298351603718t	@CoolBlonde21 For 60 years they tried to produce vx for human corona virus aka the common cold. Then they take fetal tissue, chimanzee virus, mrna and concoct abominations and call them vaccines. Fauci founded Moderna. Moderna produced NOTHING prio to the	ingredients		
1366028797783511044t	@DarrylWhitwort2 @Richard12545678 That 60 to 70 percent effectiveness would mean that all the things I do know to protect myself have to continue even after the vaccine kicks in. If there is an 8% risk that the vaccine did not work, I would take that risk	ineffective		
1264703984029368327t	Low virus rate leaves Oxford vaccine trial with 'only 50% chance' https://t.co/J0fi3raKo7 There isn't enough COVID-19 floating around in the public the vaccine candidates to be potentially naturally infected. Maybe we should once again consider human challenges, hmm?	ineffective		
1336536639150071808t	@kuku27 Pfizer and BioNTech are developing a new version of the covid-19 vaccine ,First version is not out, second is on way, something is not right	ineffective		
1333506180035928065t	@AyannaPressley Then you might want to skip #BillGates #Moderna #vaccine because he’s got his fingers in everything including #DominionVotingSystems #Smartmatic	pharma		
1344462258768912386t	@OANN I’m a trump supporter and I won’t be taking the vaccine until I see how it affects other people long term. I trust anything from big Pharma. The 1 time I took a flu shot I got the swine flu. It’ll be years before I even think about getting cov	pharma rushed		
1334099048912068608t	@alistaircoleman Let’s get our facts straight first: 🔸 A few months testing on 43,000, half of which had placebo is NOT adequate. Chat to ex head of Pfizer @MichaelYeadon3 about that 🔸mRNA vaccines ATTACH to your DNA 🔸Bill Gates PLANS to introd	rushed ingredients conspiracy		
1290342462121291780t	@simpo659 @annwmac @StephenMcNeil I am! I'm not an anti-vaxxer by any means. Or at least I wasnt. This covid vaccine has made me question my stance. Regardless though, s vaccine built in less than a year, being pushed by a guy who has no medical expert, a	rushed country		
1350520172482879490t	[WATCH] Shawna Skelton says the Covid Moderna 💉 triggered uncontrollable shakes, spasms & seizures. #covid #scamdemic #papacy666 #populationcontrol #nwo #vaxxed #health #ontariolockdowns #medtwitter #toronto #plandemic #fitness #stopthesteal #draintheswamp #onpoli #writerslift https://t.co/aLrdOOtnCH	side-effect		
1364264216224559110t	@politicsrufc @berniespofforth You're happy to take this experimental, unlicensed 'vaccine', so that you can get on with things? Don't you see this as blackmail? Don't you realise that you'll be required to take these injectables regularly, for the rest o	rushed ineffective		
1293288062508765190t	This is why vaccines take years to develop safely. If you do it wrong you make the disease stronger. #RussianVaccine #coronavirus Russian Virologist Questions Safety of Country’s Coronavirus Vaccine - The Moscow Times https://t.co/M8b7fAso8R	side-effect rushed		
1288611012678021120t	"SO sick of the #brainwashing use of Adjectives, like, ""potentially"", geez people, Might, could, maybe, a chance, odds are, ETC. #Dumb0crats #StupidPeople #SocietyDecay Dozens of scientists and others took a DIY COVID-19 vaccine with no proof that it works  https://t.co/Og7CIAEGmu"	ineffective		
1297816677070114816t	@TheFreePeopleA1 @LeahButlerSmith I suspect there is an opportunity for criminal charges against Hancock/HMG/NHS regarding not having the HCQ+zinc treatment. Down the line there could also be for the awful 'safety' testing of the Oxford Vaccine	rushed		
1375202889732341760t	@SkyNews You want a civil war its turning into George Orwells 1984 why not get the Chinese communist party to pay for what they did to the world anyone getting this vaccination is brain dead the quickest vaccine ever produced was 7 years this was rolled o	side-effect		
1357374408831172613t	@PetalsTm Covid 19 Vaccines is mess only in Western countries as claimed by the Russian President #Purtin in his speech, he also determined the get rid of the covid soon in months! Covid Deaths in @USA @Europarl_EN @uk caused among most over ages and they	political		
1336690474762035201t	@brianlilley So this Pfizer vaccine has already caused 2 to get annaphalactic shock and 4 others to get bells palsy and they are going to make people take it, no thanks.	side-effect		
1353339444946993152t	@EAnionwu @bishopSarahM @NHSuk And when unexpected side effects make their appearance after the inadequate testing the vaccine has received? Will the NHS be as appreciated, or as helpful, then?	side-effect		
